sample_id,read_1,read_2,assembly1,assembly2
sample1,test_input/SRR31122807_1.fastq.gz,test_input/SRR31122807_2.fastq.gz
sample2,,,test_output/spades/sample1/scaffolds.fasta,test_output/spades/sample1/contigs.fasta
